見出し,表記
ひらける,開ける
ひらたい,平たい
ひらて,平手
ひらに,平に
ひらひら,
ぴらぴら,
ピラミッド,pyramid
ひらめ,平目・〈比目魚〉
ひらめかす,×閃かす
ひらめき,×閃き
ひらめく,×閃く
ひらや,平屋・平家
ひらり,
びり,
ひりつ,比率
ひりひり,
びりびり,
ぴりぴり,
ひりょう,肥料
びりょく,微力
ひる,△放る
ひる,干る
ひる,昼・△午
ひる,×蛭
びる,
ビル,←building
ひるい,比類
ひるがえす,翻す
ひるがえって,翻って
ひるがえる,翻る
ひるがお,昼顔・〈旋花〉
ひるげ,昼△食・昼×餉
ひるごはん,昼御飯
ひるさがり,昼下がり
ひるすぎ,昼過ぎ
ビルディング,building
ひるどき,昼時
ひるなか,昼中
ひるね,昼寝
ひるま,昼間
ビルマ,Burma
ひるまえ,昼前
ひるむ,×怯む
ひるめし,昼飯
ひるやすみ,昼休み
ひれ,×鰭
ひれい,比例
ひれい,非礼
びれい,美麗
ひれつ,卑劣・×鄙劣
ひれふす,△平伏す
ひろい,広い
ひろい,拾い
ひろいもの,拾い物
ひろいよみ,拾い読み
ひろう,拾う
ひろう,披露
ひろう,疲労
ビロード,〔葡〕veludo
ひろがり,広がり・△拡がり
ひろがる,広がる・△拡がる
ひろげる,広げる・△拡げる
ひろさ,広さ
ひろっぱ,広っぱ
ひろば,広場
ひろびろ,広広
ひろま,広間
ひろまる,広まる
ひろめる,広める・×弘める
ひわ,秘話
ひわ,悲話
びわ,×枇×杷
びわ,×琵×琶
ひわり,日割り
ひん,品
ひん,貧
びん,便
びん,敏
びん,瓶・×壜
ピン,pin
ひんい,品位
ひんかく,品格
びんかん,敏感
ひんきゅう,貧窮
ひんく,貧苦
ピンク,pink
ひんけつ,貧血
ひんこう,品行
ひんこん,貧困
ひんし,品詞
ひんし,×瀕死
ひんしつ,品質
ひんじゃ,貧者
ひんじゃく,貧弱
ひんしゅ,品種
びんしょう,敏×捷
びんじょう,便乗
ひんせい,品性
ピンセット,pincette
びんせん,便船
びんせん,便×箋
ひんそう,貧相
びんそく,敏速
ピンチ,pinch
びんづめ,瓶詰め・×壜詰め
ヒント,hint
ぴんと,
ピント,←〔蘭〕brandpunt
ひんとう,品等
ひんのう,貧農
ひんぱん,頻繁
ひんぴょう,品評
ひんぴょうかい,品評会
ひんぴん,頻頻
ぴんぴん,
ひんぷ,貧富
びんぼう,貧乏
びんぼうくじ,貧乏×籤
びんぼうにん,貧乏人
ピンポン,ping-pong
ひんみん,貧民
ひんもく,品目
びんわん,敏腕
ふ,府
ふ,×訃
ふ,負
ふ,×麩
ふ,譜
ふ,不
ぶ,分
ぶ,武
ぶ,歩
ぶ,部
ぶ,不
ぶ,無
プアー,poor
ファーザー,father
ファースト,first
ぶあい,歩合
ファイア,fire
ぶあいそう,無愛想
ファイト,fight
ファイル,file
ファインプレー,fine play
ファウル,foul
ファスナー,fastener
ぶあつい,分厚い
ファッショ,〔伊〕fascio
ファッション,fashion
ファミリー,family
ふあん,不安
ファン,fan
ファンタジー,fantasy
ふあんてい,不安定
ふあんない,不案内
ふい,不意
ブイ,buoy
フィート,feet
フィールド,field
ふいうち,不意打ち・不意討ち
フィギュア,←figure-skating
フィクション,fiction
ブイサイン,V-sign
ふいご,×？
ふいちょう,△吹聴
フィット,fit
ふいと,
ぷいと,
フィナーレ,〔伊〕finale
フィルム,film
ぶいん,部員
ふう,封
ふう,風
ぶう,
ふういん,封印
ふうう,風雨
ふううん,風雲
ふうか,風化
ふうが,風雅
ふうがい,風害
ふうかく,風格
ふうがわり,風変わり
ふうき,風紀
ふうき,富貴
ふうきり,封切り
ふうけい,風景
ふうこう,風光
ふうさ,封鎖
ふうさい,風×采
ふうし,風刺・×諷刺
ふうし,風姿
ふうじ,封じ
ふうしゃ,風車
ふうじゃ,風邪
ふうしゅう,風習
ふうしょ,封書
ふうじる,封じる
ふうせつ,風雪
ふうせつ,風説
ふうせん,風船
ふうそく,風速
ふうぞく,風俗
ふうたい,風袋
ふうち,風致
ふうちょう,風潮
ふうてい,風体
ふうど,風土
ふうとう,封筒
ふうにゅう,封入
ふうは,風波
ふうばいか,風媒花
ふうひょう,風評
ふうふ,夫婦
ふうふう,
ぶうぶう,
ふうぶつ,風物
ふうぶん,風聞
ふうみ,風味
ブーム,boom
ふうらいぼう,風来坊
ふうりゅう,風流
ふうりょく,風力
ふうりん,風鈴
プール,pool
ふうわり,
ふうん,不運
ふうん,
ぶうん,
ふえ,笛
フェアプレー,fair play
ふえき,不易
ふえて,不得手
ふえふき,笛吹き
ふえる,殖える・増える
フェルト,felt
ぶえんりょ,無遠慮
フォーク,fork
フォークダンス,folk dance
フォーム,form
ふおん,不穏
ふか,×鱶
ふか,不可
ふか,付加・附加
ふか,×孵化
ぶか,部下
ふかい,深い
ふかい,不快
ふがいない,×腑△甲×斐無い・不△甲×斐ない
ふかいり,深入り
ふかかい,不可解
ふかく,不覚
ふかくてい,不確定
ふかけつ,不可欠
ふかこうりょく,不可抗力
ふかさ,深さ
ふかしぎ,不可思議
ふかしたて,△蒸し立て
ふかしん,不可侵
ふかす,吹かす
ふかす,△蒸す
ふかす,更かす
ぶかっこう,不格好・不×恰好
ふかで,深手
ふかのう,不可能
ふかひ,不可避
ふかふか,
ふかぶかと,深深と
ふかぶん,不可分
ふかまる,深まる
ふかみ,深み
ふかみどり,深緑
ふかめる,深める
ぶかん,武官
ふかんぜん,不完全
ふき,×蕗
ふき,不帰
ふき,付記・附記
ふぎ,不義
ふぎ,付議・附議
ぶき,武器
ふきあがる,吹き上がる・噴き上がる
ふきあげる,吹き上げる・噴き上げる
ふきおろす,吹き降ろす
ふきかえ,吹き替え
ふきかえす,吹き返す
ふきかける,吹き掛ける
ふきけす,吹き消す
ふきげん,不機嫌
ふきこみ,吹き込み
ふきこむ,吹き込む
ふきさらし,吹き×曝し
ふきすさぶ,吹き△荒ぶ
ふきそ,不起訴
ふきそうじ,×拭き掃除
ふきそく,不規則
ふきだす,吹き出す・噴き出す
ふきだまり,吹き×溜まり
ふきつ,不吉
ふきつける,吹き付ける
ふきでもの,吹き出物
ふきとおし,吹き通し
ふきとおす,吹き通す
ふきとばす,吹き飛ばす
ふきとる,×拭き取る
ふきながし,吹き流し
ふきのとう,×蕗の×薹
ふきはらう,吹き払う
ふきぶり,吹き降り
ふきまくる,吹き×捲る
ぶきみ,無気味・不気味
ふきや,吹き矢
ふきゅう,不朽
ふきゅう,普及
ふきゅう,腐朽
ふきょう,不況
ふきょう,不興
ふきょう,布教
ふきょう,富強
ぶきよう,無器用・不器用
ふきよせ,吹き寄せ
ふきよせる,吹き寄せる
ふぎり,不義理
ぶきりょう,不器量
ふきわたる,吹き渡る
ふきん,付近・附近
ふきん,布×巾
ふきんしん,不謹慎
ふく,吹く
ふく,×拭く
ふく,×葺く
ふく,服
ふく,副
ふく,福
ふく,複
ふぐ,〈河豚〉
ふぐ,不具
ふくあん,腹案
ふくいん,復員
ふくいん,福音
ふぐう,不遇
ふくえき,服役
ふくがん,複眼
ふくぎょう,副業
ふくごう,複合
ふくさ,×袱×紗
ふくざつ,複雑
ふくさよう,副作用
ふくさんぶつ,副産物
ふくし,副詞
ふくし,福祉
ふくじ,服地
ふくしき,複式
ふくしゃ,複写
ふぐしゃ,不具者
ふくしゅう,復習
ふくしゅう,復×讐・復×讎
ふくじゅう,服従
ふくしょう,復唱・復×誦
ふくしょく,服飾
ふくしょく,副食
ふくしょく,復職
ふくしょくぶつ,副食物
ふくしん,腹心
ふくじんづけ,福神漬
ふくすう,複数
ふくする,服する
ふくする,復する
ふくせい,複製
ふくせん,伏線
ふくせん,複線
ふくそう,服装
ふくぞう,腹蔵・覆蔵
ふくつ,不屈
ふくつう,腹痛
ふくどく,服毒
ふくどくほん,副読本
ふくのかみ,福の神
ふくはい,腹背
ふくびき,福引き
ふくひれい,複比例
ふくぶ,腹部
ふくふく,
ぶくぶく,
ふくぶくしい,福福しい
ふくへい,伏兵
ふくみ,含み
ふくむ,含む
ふくむ,服務
ふくめい,復命
ふくめる,含める
ふくめん,覆面
ふくも,服喪
ふくやく,服薬
ふくよう,服用
ふくよか,
ふくらしこ,ふくらし粉
ふくらす,膨らす・△脹らす
ふくらます,膨らます・△脹らます
ふくらみ,膨らみ・△脹らみ
ふくらむ,膨らむ・△脹らむ
ふくり,福利
ふくり,複利
ふくれ,膨れ・△脹れ
ふくれる,膨れる・△脹れる
ふくろ,袋
ふくろう,×梟
ふけ,〈雲脂〉
ぶけ,武家
ふけい,父兄
ぶげい,武芸
ふけいき,不景気
ふけいざい,不経済
ふけつ,不潔
ふける,×耽る
ふける,老ける
ふける,更ける
ふけん,府県
ふげん,不言
ふげん,付言・附言
ふけんしき,不見識
ふげんじっこう,不言実行
ふこう,不孝
ふこう,不幸
ふごう,符号
ふごう,符合
ふごう,富豪
ふごうかく,不合格
ふこうへい,不公平
ふごうり,不合理
ふこく,布告
ふこころえ,不心得
ぶこつ,無骨
ふさ,房・△総
ふさい,夫妻
ふさい,負債
ふざい,不在
ぶさいく,不細工
ふさがり,×塞がり
ふさがる,×塞がる
ふさく,不作
ふさぐ,×塞ぐ
ふざける,
ぶさた,無×沙×汰
ふさふさ,
ぶさほう,無作法・不作法
ふさわしい,〈相応〉しい
ふさん,不参
ふし,節
ふし,不死
ふし,父子
ふじ,×藤
ふじ,不時
ぶし,武士
ぶじ,無事
ふしあな,節穴
ふしあわせ,不仕合わせ・不幸せ
ふしおがむ,伏し拝む
ふしぎ,不思議
ふしぜん,不自然
ふじだな,×藤棚
ふしだら,
ぶしつけ,不×躾
ぶしどう,武士道
ふしまつ,不始末
ふじみ,不死身
ふしめ,伏し目
ぶしゅ,部首
ふじゆう,不自由
ふじゅうぶん,不十分・不充分
ふしゅび,不首尾
ふじゅん,不純
ふじゅん,不順
ふじょ,扶助
ふじょ,婦女
ぶしょ,部署
ふしょう,不祥
ふしょう,不詳
ふしょう,負傷
ふじょう,不浄
ぶしょう,無精・不精
ふしょうか,不消化
ふしょうじき,不正直
ふしょうち,不承知
ふしょうぶしょう,不承不承
ふしょく,腐食・腐×蝕
ぶじょく,侮辱
ふじょりょう,扶助料
ふしん,不振
ふしん,普請
ふしん,不審
ふじん,夫人
ふじん,婦人
ふしんせつ,不親切
ふしんにん,不信任
ふす,伏す・×臥す
ふず,付図・附図
ふずい,付隨・附隨
ふすう,負数
ぶすう,部数
ぶすぶす,
ふすま,×襖
ふすま,×？・×麩
ふする,付する・附する
ふせ,布施
ふせい,不正
ふぜい,風情
ぶぜい,無勢
ふせいこう,不成功
ふせいりつ,不成立
ふせぎ,防ぎ・×禦ぎ
ふせぐ,防ぐ・×禦ぐ
ふせつ,敷設・布設
ふせっせい,不摂生
ふせる,伏せる
ふそ,父祖
ぶそう,武装
ふそうおう,不相応
ふそく,不足
ふそく,付則・附則
ふぞく,付属・附属
ふぞろい,不×揃い
ふた,二
ふた,×蓋
ふだ,札
ぶた,豚
ふたい,付帯・附帯
ぶたい,部隊
ぶたい,舞台
ふたえ,二重
ふたおや,二親
ふたく,付託・附託
ふたご,二子・双子
ふたごころ,二心・△弍心
ふたこと,二言
ぶたごや,豚小屋
ふたしか,不確か
ふたたび,再び・二度
ふたつ,二つ
ぶたにく,豚肉
ふたば,二葉・双葉
ふたまた,二×股
ふたり,《二人》
ふたん,負担
ふだん,不断・普段
ふだんぎ,普段着
ふち,×淵
ふち,縁
ぶち,×斑
ぶちこわす,ぶち壊す
ふちゃく,付着・附着
ふちゅうい,不注意
ふちょう,不調
ふちょう,符丁・符×牒
ぶちょう,部長
ぶちょうほう,無調法・不調法
ふちょうわ,不調和
ふちん,浮沈
ぶつ,
ぶつ,仏
ぶつ,物
ふつう,不通
ふつう,普通
ぶっか,物価
ふつか,《二日》
ぶっかく,仏閣
ふっかつ,復活
ぶつかる,
ふっき,復帰
ふっきゅう,復旧
ふつぎょう,払暁
ぶっきょう,仏教
ぶっきらぼう,
ブック,book
ふっくら,
ふっくり,
ぶつける,
ぶっけん,物件
ふっこ,復古
ふっこう,復興
ふつごう,不都合
ぶっさん,物産
ぶっし,物資
ぶっしつ,物質
ぶっしょく,物色
ぶっしん,物心
ぶっそう,物騒
ぶつぞう,仏像
ぶったい,物体
ぶったおす,ぶっ倒す
ぶつだん,仏壇
ふつつか,不△束
ぶっつかる,
ぶっつける,
ぶっつづけ,ぶっ続け
ぶっつづける,ぶっ続ける
ふっつり,
ぷっつり,
ふってい,払底
ふってん,沸点
ふっと,
ふっとう,沸騰
ぶつどう,仏道
ふっとうてん,沸騰点
ぶっとおし,ぶっ通し
ぶっとおす,ぶっ通す
フットボール,football
ぶっぴん,物品
ぶつぶつ,
ぶつよく,物欲・物×慾
ぶつり,物理
ぶつり,
ぷつり,
ふつりあい,不釣り合い
ぶつりがく,物理学
ふで,筆
ふてい,不定
ふていき,不定期
ふていさい,不体裁
ふでいれ,筆入れ
ふてき,不敵
ふでき,不出来
ふてきとう,不適当
ふてきにん,不適任
ふてぎわ,不手際
ふでさき,筆先
ふでたて,筆立て
ふでづかい,筆遣い
ふてってい,不徹底
ふでばこ,筆箱
ふでぶしょう,筆無精
ふでまめ,筆まめ
ふと,
ぶと,×蚋
ふとい,太い
ふとう,不当
ふどう,不同
ふどう,不動
ふどう,浮動
ぶとう,舞踏
ぶどう,武道
